rowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8083,89195556,Hernandez,495,France,Female,20,4,126222.07,2,1,0,112105.66,1
8084,34919259,Martin,728,Spain,Female,57,2,16676.89,4,0,1,93033.75,0
8085,48202058,Taylor,370,France,Male,53,8,156353.86,2,1,1,35299.86,0
8086,48307258,Taylor,457,Italy,Male,20,3,9334.88,2,0,0,20440.42,1
8087,42880343,Brown,514,France,Male,59,3,997.44,1,1,0,47786.16,0
8088,91628238,Wilson,755,Germany,Male,44,2,219705.64,2,1,1,84655.5,1
8089,66320425,Davis,505,France,Female,40,2,16435.99,1,0,1,20521.16,0
8090,62698595,Wilson,444,France,Female,52,0,73769.57,2,0,0,101606.06,0
8091,83883138,Williams,452,France,Male,35,6,19124.41,4,1,0,42517.62,0
8092,73647571,Moore,836,France,Male,65,7,24781.11,1,1,1,63931.16,1
8093,47208831,Martinez,767,Spain,Female,18,5,39316.27,3,0,0,148282.9,0
8094,70038577,Williams,559,Netherlands,Female,63,10,21272.26,4,1,1,126778.77,1
8095,33372139,Moore,808,Netherlands,Female,69,3,227652.13,2,1,0,112590.55,0
8096,56872590,Hernandez,631,Germany,Female,42,4,204947.01,3,0,0,82269.4,0
8097,37040858,Miller,785,Netherlands,Male,22,7,205994.73,1,0,1,47382.02,1
8098,82877955,Garcia,363,France,Male,53,7,581.94,2,0,1,53301.15,0
8099,57836913,Smith,506,Italy,Female,43,5,222637.6,2,1,0,67622.28,0
8100,66823125,Wilson,648,Italy,Female,38,2,122958.85,4,0,0,50471.34,0
8101,78043230,Martin,404,Spain,Female,21,2,30789.82,2,0,1,147557.05,0
8102,26442723,Williams,731,Spain,Female,35,2,167117.09,1,0,1,140129.7,0
8103,24643925,Hernandez,583,Spain,Male,39,8,247587.32,3,0,1,103290.52,0
8104,16986017,Hernandez,424,France,Male,58,0,79227.62,2,1,1,92646.46,0
8105,97407378,Martinez,783,France,Male,46,1,133594.54,2,1,0,114655.65,1
8106,59304584,Martin,325,Netherlands,Female,20,2,76146.82,2,1,0,42419.35,1
8107,91882604,Taylor,834,France,Female,30,6,98475.07,2,0,1,85938.32,0
8108,83824527,Williams,465,Spain,Male,48,8,29362.22,1,1,1,28149.94,0
8109,88635349,Miller,672,Italy,Male,27,10,136688.97,2,0,1,31625.66,0
8110,31249954,Miller,657,France,Female,20,3,33077.94,2,0,0,94582.75,1
8111,41286575,Davis,567,Germany,Female,55,9,142439.37,2,0,1,92479.5,0
8112,58812484,Martin,379,Italy,Female,68,10,114651.38,4,0,1,132364.14,1
8113,66985912,Miller,499,Italy,Female,34,3,91854.99,4,0,1,81132.87,1
8114,47139222,Brown,834,Germany,Female,48,5,166012.89,2,0,0,128542.12,0
8115,61193885,Garcia,450,Italy,Male,69,0,127065.12,3,0,0,123786.22,0
8116,86621885,Martin,652,Spain,Female,37,2,124147.35,1,0,1,108301.44,1
8117,44111356,Johnson,746,Germany,Female,19,7,129218.49,3,1,1,63597.3,1
8118,88186135,Taylor,717,Netherlands,Female,64,5,229198.15,2,0,1,134626.4,0
8119,33514687,Garcia,401,Spain,Male,54,2,19432.05,1,1,0,42710.58,0
8120,86053385,Hernandez,673,France,Male,43,10,241723.72,3,0,0,134696.01,0
8121,63280893,Anderson,454,Germany,Male,55,4,25397.81,3,0,0,125352.24,0
8122,61869930,Jones,793,Spain,Female,45,3,75015.84,3,0,1,111022.81,0
8123,21703553,Anderson,349,Netherlands,Male,39,6,17739.38,4,1,1,113808.36,0
8124,49054019,Martin,611,Italy,Female,57,8,114288.07,4,1,1,117621.73,0
8125,13718069,Martinez,528,Italy,Male,41,2,107360.99,4,1,0,52219.24,1
8126,87772203,Anderson,447,Italy,Male,25,1,92464.54,2,0,0,127063.47,0
8127,26223317,Brown,703,France,Male,38,6,240642.28,3,0,0,108738.97,0
8128,53454574,Martin,389,Spain,Male,45,2,103044.43,4,0,0,22524.46,1
8129,24057356,Johnson,831,Netherlands,Female,46,8,71250.78,1,0,1,36775.17,0
8130,83537452,Jones,722,Italy,Female,44,8,193495.64,1,1,0,71320.31,1
8131,10957361,Smith,468,Spain,Male,27,1,75267.79,4,1,1,87390.48,0
8132,36060866,Hernandez,335,France,Female,19,1,147813.76,2,1,1,99616.64,1
8133,56181111,Williams,833,France,Female,51,10,232111.6,4,1,1,102819.46,0
8134,30372533,Smith,333,Italy,Female,27,3,157901.5,4,1,1,78723.8,0
8135,96897829,Miller,610,Spain,Male,64,3,162150.79,2,1,0,27911.7,0
8136,19087641,Hernandez,467,Germany,Male,51,1,99992.86,4,0,0,26068.98,0
8137,62961658,Garcia,600,Germany,Male,49,2,100612.21,2,0,0,56432.94,1
8138,40628802,Wilson,466,Spain,Male,59,10,8190.17,4,1,0,34872.92,0
8139,18890937,Martinez,540,Germany,Male,22,10,204.99,2,1,1,69687.33,0
8140,85125336,Miller,406,Netherlands,Female,48,2,219176.5,1,1,0,86830.23,0
8141,42915355,Garcia,402,Italy,Male,69,4,134994.18,1,0,0,57859.89,0
8142,28868758,Smith,723,Spain,Male,31,8,183967.09,2,1,0,111261.6,0
8143,40508374,Miller,519,Germany,Female,39,3,59592.67,3,1,0,67414.56,0
8144,52403081,Johnson,742,Germany,Female,40,6,125097.45,2,1,1,45576.07,0
8145,62291029,Taylor,385,Netherlands,Male,38,9,61845.06,4,1,0,47323.64,1
8146,96395879,Taylor,682,France,Female,47,1,26179.06,4,0,0,88844.69,0
8147,93149806,Moore,344,France,Male,26,8,223712.15,1,1,1,49898.5,0
8148,96110823,Davis,619,France,Male,67,5,166867.5,4,0,1,72013.32,1
8149,22917010,Wilson,415,Netherlands,Male,55,8,223327.43,2,0,1,78709.54,1
8150,85322462,Smith,798,Netherlands,Male,69,2,20485.48,2,0,1,107399.04,0
8151,93519365,Williams,808,Spain,Male,47,3,89592.2,4,0,1,111593.41,0
8152,36843489,Hernandez,523,France,Female,67,6,38908.12,3,0,0,63274.88,0
8153,73099141,Taylor,631,France,Male,43,1,19948.96,3,1,1,32439.58,1
8154,52206948,Martinez,504,Netherlands,Female,29,3,240092.12,3,0,0,124545.79,0
8155,80167888,Smith,498,France,Female,69,3,135349.42,2,0,1,72832.36,0
8156,87605120,Garcia,345,Netherlands,Female,50,8,192831.51,1,0,1,67924.4,0
8157,52384649,Wilson,319,France,Male,45,7,235083.2,4,0,1,137204.13,0
8158,96302266,Miller,682,Germany,Female,53,9,82148.79,3,0,0,62497.55,1
8159,40645826,Anderson,830,Netherlands,Female,64,6,33668.13,1,0,1,132882.08,0
8160,55638657,Hernandez,532,Netherlands,Male,36,3,116206.91,4,0,1,98365.61,1
8161,66425874,Smith,819,Spain,Male,62,1,34027.92,4,0,1,102270.55,0
8162,42472263,Martinez,387,Spain,Male,34,0,157392.28,1,1,1,109890.05,0
8163,31224310,Davis,304,Italy,Male,54,0,116936.1,1,1,0,22624.33,0
8164,13574669,Anderson,646,France,Male,27,8,238844.48,4,1,1,61259.56,1
8165,22994410,Hernandez,719,Netherlands,Female,54,9,102853.47,3,1,1,138560.33,1
8166,94666821,Taylor,584,Netherlands,Female,62,3,2542.76,1,1,1,49582.91,0
8167,43086435,Brown,459,Spain,Male,58,8,205316.23,3,0,0,40232.47,1
8168,74133100,Hernandez,722,Italy,Female,21,5,158443.33,4,0,1,51030.39,0
8169,14498146,Williams,490,Germany,Male,22,2,213506.43,1,1,0,96081.13,1
8170,46920252,Hernandez,739,Italy,Female,57,5,101169.61,1,1,0,79296.46,0
8171,98735042,Miller,385,Spain,Female,56,6,219518.19,3,0,0,143241.87,0
8172,71065596,Taylor,715,Germany,Female,27,1,76283.61,1,0,0,32584.16,1
8173,28268219,Anderson,541,Spain,Female,35,9,147073.8,4,1,0,133105.86,0
8174,52357420,Garcia,712,France,Female,24,9,182572.3,1,0,1,54560.93,0
8175,40150354,Hernandez,513,Germany,Male,51,7,2102.22,3,0,1,30513.37,0
8176,14320689,Wilson,442,Netherlands,Female,41,4,15089.75,2,0,0,132377.41,0
8177,82760390,Anderson,789,France,Female,32,3,80714.48,4,1,1,20794.58,0
8178,56003421,Martinez,325,France,Female,57,6,23379.12,2,0,0,66115.25,0
8179,48551021,Hernandez,659,Netherlands,Female,20,0,222900.84,4,0,1,60200.39,0
8180,48687511,Garcia,425,France,Female,52,7,123944.99,4,0,0,106886.99,0
8181,89215685,Anderson,396,Spain,Female,48,9,182507.48,3,1,1,126663.16,0
8182,46195843,Davis,649,Netherlands,Male,24,4,207292.38,1,0,1,29673.13,0
8183,99793909,Jones,455,Netherlands,Female,65,6,70510.33,1,1,0,48852.73,0
8184,97680754,Smith,643,Germany,Female,51,7,88347.13,3,1,1,42608.04,0
8185,76888730,Martin,413,Netherlands,Female,60,6,223944.53,3,1,0,85701.59,0
8186,46020136,Anderson,693,Germany,Male,50,8,244630.5,3,1,0,20528.93,0
8187,51109331,Miller,696,France,Female,33,9,176002.07,1,1,0,144646.69,0
8188,88640559,Miller,352,Germany,Female,32,10,58468.25,1,0,1,66327.36,0
8189,87031316,Martinez,389,France,Male,46,0,32794.23,1,1,1,97430.83,0
8190,24211124,Johnson,463,Germany,Male,18,9,8586.97,4,1,0,88101.05,0
8191,47456693,Brown,330,France,Female,68,10,50472.84,4,1,1,78660.28,1
8192,37098371,Smith,332,France,Female,37,3,131394.56,1,0,1,24495.84,0
8193,64982865,Martinez,323,Italy,Male,60,2,35122.36,1,1,1,144932.78,1
8194,14346856,Martinez,555,Germany,Male,45,2,140319.98,1,1,0,48610.2,0
8195,38068330,Davis,635,France,Female,59,4,114401.46,2,0,1,38213.28,0
8196,17425339,Taylor,375,Netherlands,Female,68,0,112896.06,1,1,1,54338.58,0
8197,73911850,Miller,698,Netherlands,Female,64,1,191436.93,4,1,0,81860.97,0
8198,19141469,Martinez,594,France,Female,68,8,175996.79,4,1,1,124357.03,0
8199,69333797,Jones,727,France,Female,68,10,128224.58,3,1,0,93747.14,0
8200,95492674,Hernandez,846,Spain,Female,64,7,137555.07,3,1,0,71730.76,0
8201,61629250,Wilson,422,Netherlands,Female,48,10,40839.16,3,1,0,46280.46,0
8202,32346647,Brown,612,France,Female,45,5,219190.04,3,1,0,56862.91,0
8203,18649536,Wilson,305,Germany,Male,51,5,203549.26,1,0,0,23348.77,0
8204,90093502,Johnson,685,Netherlands,Male,43,10,72723.67,3,0,0,127247.99,1
8205,19419499,Martin,480,France,Male,50,7,119708.87,3,0,0,145068.01,0
8206,70619509,Martinez,587,Netherlands,Male,50,3,5313.68,2,1,0,149746.91,0
8207,67180947,Johnson,650,Italy,Female,67,9,233106.83,1,0,1,33771.91,1
8208,22162159,Moore,765,Netherlands,Male,51,3,138646.61,2,0,1,23764.1,0
8209,95236075,Martinez,324,France,Male,39,7,241618.62,2,0,1,67739.35,0
8210,35894630,Garcia,437,Spain,Female,27,4,74566.02,4,0,1,105412.23,0
8211,17278203,Miller,349,Italy,Male,37,7,128316.42,4,1,0,89146.82,1
8212,73405456,Brown,404,Germany,Male,46,1,55185.66,1,1,1,82170.43,0
8213,63082270,Martinez,698,Italy,Male,50,8,192152.53,3,0,0,142391.96,0
8214,86491041,Williams,321,Netherlands,Male,36,1,83258.89,2,0,1,49062.22,1
8215,95994503,Martin,495,Spain,Male,45,5,76827.54,1,1,1,67602.74,0
8216,30300978,Hernandez,407,Spain,Female,36,8,133580.01,4,1,0,54268.76,0
8217,48249127,Wilson,667,Italy,Female,52,3,139743.33,2,0,1,122399.45,0
8218,96991970,Johnson,355,France,Female,36,8,119391.23,3,1,1,68217.65,0
8219,77068616,Martinez,589,Netherlands,Female,29,6,238125.25,4,0,0,106167.17,0
8220,35089296,Smith,828,Netherlands,Female,48,0,68663.84,1,0,0,67996.29,0
8221,32392093,Moore,574,Spain,Female,49,0,44748.98,4,1,1,46977.36,1
8222,63747966,Williams,707,France,Male,30,10,111017.21,2,0,0,140420.1,0
8223,40120816,Martin,835,Italy,Female,65,7,208619.43,1,1,1,27410.56,0
8224,90670552,Martinez,537,Spain,Male,45,0,213751.3,1,1,0,106344.64,0
8225,97978886,Brown,310,France,Male,20,9,108459.01,1,1,0,137004.16,1
8226,21319704,Taylor,833,Germany,Male,65,10,241592.43,1,1,1,46218.71,0
8227,16302388,Garcia,415,Spain,Female,45,6,131246.94,3,1,0,149190.18,0
8228,78211806,Jones,644,France,Female,25,2,110248.21,4,1,0,58103.77,0
8229,31790575,Taylor,622,Germany,Male,19,8,226507.23,2,0,0,38894.49,0
8230,99029820,Anderson,707,Spain,Male,44,1,107551.34,3,0,1,132584.48,0
8231,22859173,Brown,555,Germany,Female,38,6,185754.65,1,0,1,103462.99,0
8232,43376938,Taylor,682,Germany,Male,41,1,7608.97,1,1,1,97418.29,0
8233,33929744,Hernandez,690,Netherlands,Female,27,3,14923.67,4,0,0,83087.45,0
8234,36283999,Miller,832,Spain,Female,38,9,132428.95,1,0,1,140673.32,0
8235,51126299,Miller,584,France,Male,51,2,151035.44,4,1,0,28055.27,0
8236,89711083,Garcia,692,Netherlands,Female,20,5,228778.88,4,1,0,73427.79,0
8237,16759950,Brown,705,Spain,Female,20,0,100894.15,2,1,1,20849.01,0
8238,52567838,Williams,387,Netherlands,Female,35,6,189049.36,3,1,1,105314.33,1
8239,43648973,Johnson,407,Germany,Female,60,4,145450.22,2,0,0,142290.58,0
8240,49082017,Davis,491,Netherlands,Female,59,10,68061.63,3,0,0,144986.1,0
8241,64786027,Hernandez,322,Italy,Male,49,2,177510.45,1,0,1,114760.51,0
8242,22208632,Brown,588,Spain,Female,24,8,235950.0,2,0,1,51674.47,0
8243,81703155,Johnson,545,France,Male,51,0,135229.45,2,0,0,30003.46,0
8244,36782473,Jones,620,Netherlands,Male,29,9,162694.65,1,1,0,57690.43,0
8245,30199925,Johnson,783,France,Female,31,7,135563.26,2,0,0,55858.16,0
8246,80527063,Davis,377,France,Male,43,5,169190.21,1,0,1,126774.42,1
8247,73155406,Brown,733,Netherlands,Female,58,4,140050.53,2,1,0,49082.13,1
8248,10128273,Brown,657,France,Male,33,3,229806.05,4,1,0,146199.96,0
8249,52893124,Hernandez,559,Germany,Female,25,0,214774.58,4,0,1,105276.68,1
8250,92966606,Wilson,637,Netherlands,Female,42,10,174537.97,2,1,1,135322.71,0
8251,75591198,Miller,429,Netherlands,Male,20,0,247477.72,4,1,1,48835.12,0
8252,11769078,Smith,783,Germany,Female,46,1,11009.14,4,1,1,68504.22,0
8253,88405578,Anderson,442,Spain,Female,36,1,241046.82,4,1,1,92245.1,0
8254,12470118,Johnson,583,France,Male,18,2,120068.88,1,1,1,60914.82,0
8255,97138695,Moore,508,Netherlands,Male,58,8,196257.83,3,1,0,120486.82,1
8256,75509509,Miller,466,Italy,Female,45,8,17255.88,4,0,0,38548.42,1
8257,31000887,Smith,528,Italy,Male,23,8,51484.42,1,0,1,24110.66,1
8258,82834464,Hernandez,564,Italy,Female,51,2,234791.27,2,0,0,50513.83,0
8259,61773897,Davis,717,Germany,Male,28,2,213167.36,3,1,0,109391.79,0
8260,43446479,Brown,533,Netherlands,Male,61,6,142012.98,4,1,0,52910.52,1
8261,22922508,Miller,550,France,Female,25,3,127811.8,4,1,1,98744.61,0
8262,57589049,Davis,412,Netherlands,Female,52,1,157667.22,3,0,1,130866.04,1
8263,80276306,Miller,645,Spain,Female,37,8,199595.98,2,0,0,87697.89,0
8264,16684133,Miller,567,Spain,Male,29,6,125235.2,4,0,1,72522.82,0
8265,17508528,Johnson,645,France,Male,54,8,99092.52,3,0,1,140077.98,0
8266,50205527,Johnson,697,Spain,Male,61,6,209009.68,4,1,0,105335.85,0
8267,65743806,Brown,339,Netherlands,Female,69,5,189205.26,4,0,1,20300.34,0
8268,36014431,Williams,389,Netherlands,Female,30,4,237131.69,3,0,1,137019.46,0
8269,26984950,Moore,314,Italy,Female,48,0,21060.21,4,1,1,45911.66,0
8270,61188784,Taylor,656,France,Female,56,8,189295.95,3,1,0,39594.09,0
8271,46161148,Garcia,788,Italy,Female,33,9,55023.46,4,0,0,87090.64,0
8272,26028322,Martin,600,Germany,Female,24,5,153296.2,1,1,1,114111.84,0
8273,96714717,Garcia,642,Netherlands,Male,43,0,239378.25,3,1,0,25508.91,0
8274,57208318,Moore,842,Netherlands,Male,37,8,148172.84,2,0,0,92893.63,0
8275,22589879,Martinez,737,Italy,Female,51,3,164333.56,1,1,0,121652.82,0
8276,63887459,Taylor,490,Germany,Female,41,7,92555.89,2,0,1,65902.45,0
8277,57834848,Williams,303,France,Male,32,1,133521.74,1,0,0,138282.07,0
8278,14209923,Brown,724,Netherlands,Female,42,5,179378.6,3,0,1,105372.93,1
8279,27224423,Smith,486,Italy,Male,39,0,247719.52,3,0,0,111571.42,0
8280,59701748,Williams,533,France,Male,30,7,78603.65,3,0,1,106578.69,1
8281,18176845,Moore,626,France,Female,55,6,143181.41,4,0,1,60492.41,0
8282,73129200,Taylor,630,Italy,Male,49,9,175884.11,2,1,0,131836.82,0
8283,53531072,Davis,819,Spain,Male,60,0,223821.63,3,0,1,148092.26,0
8284,87627889,Martinez,482,Netherlands,Female,46,10,129294.74,4,0,0,127499.49,1
8285,57121849,Johnson,405,Spain,Female,52,10,187163.06,2,1,1,118787.49,0
8286,57301437,Brown,626,Netherlands,Male,63,6,41609.59,1,1,1,118756.93,0
8287,48747420,Smith,565,France,Female,54,2,247301.23,2,0,1,56582.86,0
8288,81975337,Martinez,329,Italy,Female,38,5,134836.65,4,1,0,95529.11,0
8289,62817158,Jones,442,Italy,Male,38,9,59170.85,4,0,1,70262.67,1
8290,16762509,Moore,571,Spain,Female,34,9,200008.19,4,1,1,146464.52,0
8291,29907681,Williams,776,Netherlands,Female,59,5,212538.12,4,1,0,22567.8,1
8292,67845660,Johnson,685,Spain,Female,49,2,99421.8,1,1,1,47995.8,0
8293,53966213,Martin,332,Spain,Male,63,9,136865.93,2,0,1,37755.0,0
8294,37850843,Brown,578,Germany,Female,59,8,165639.34,1,1,0,125026.68,0
8295,77975459,Miller,699,Spain,Female,65,4,105122.33,1,0,1,57946.91,0
8296,47907727,Smith,475,Germany,Male,52,0,174195.76,4,0,0,59474.66,0
8297,23483378,Johnson,452,Italy,Male,27,2,76830.83,2,0,1,77930.64,0
8298,39330417,Smith,690,Spain,Male,20,5,209507.25,1,1,0,63911.69,0
8299,94154374,Moore,705,Italy,Male,44,6,139149.46,4,1,0,78363.4,0
8300,94888881,Anderson,595,Italy,Female,29,9,26768.35,1,1,1,49799.75,0
8301,50674656,Davis,492,Spain,Male,69,0,153559.58,3,0,0,28140.46,1
8302,48027814,Wilson,753,Italy,Female,59,5,244169.45,3,1,0,41312.85,0
8303,89672584,Martin,596,Spain,Female,40,6,11393.39,3,0,1,60437.92,0
8304,93377983,Taylor,710,Germany,Female,53,4,40226.96,4,1,0,128322.21,0
8305,92916122,Jones,455,Italy,Male,52,5,54287.17,4,1,1,23754.31,1
8306,73813667,Garcia,825,France,Female,30,5,28844.94,2,1,1,48390.81,0
8307,16403971,Wilson,602,France,Male,19,10,244009.66,2,1,0,103124.65,0
8308,35495853,Hernandez,333,Netherlands,Male,25,7,126758.96,1,0,1,66053.32,0
8309,42503390,Williams,364,Germany,Female,21,6,150256.66,3,1,0,83517.11,0
8310,68405538,Moore,577,Germany,Male,37,9,80132.97,3,1,0,137365.48,0
8311,19971310,Miller,544,Italy,Female,67,4,73797.21,3,0,0,60840.19,0
8312,13056223,Davis,704,France,Female,54,9,210332.17,3,1,0,31972.57,0
8313,23787445,Jones,838,France,Female,65,3,80348.84,1,1,0,83653.68,0
8314,76860879,Jones,418,Spain,Female,69,10,155755.71,1,1,0,60760.59,1
8315,46230871,Jones,741,Netherlands,Female,34,2,39340.71,1,0,1,113213.44,1
8316,37947704,Brown,350,France,Male,23,6,88945.28,4,1,0,138072.57,0
8317,31501477,Anderson,456,Spain,Female,58,3,5336.96,4,1,0,35988.07,1
8318,29913791,Jones,651,Italy,Male,34,1,103567.48,3,1,1,120868.38,0
8319,14482882,Smith,787,Germany,Male,36,8,220835.61,3,0,0,107154.02,0
8320,19168308,Anderson,572,Spain,Male,40,7,123364.99,2,0,1,57991.42,0
8321,60447097,Miller,505,France,Female,53,3,53796.31,2,0,1,96494.33,0
8322,44850569,Garcia,501,Germany,Male,25,0,189329.31,4,1,1,92867.58,0
8323,15724649,Smith,414,Spain,Female,54,7,247611.56,3,1,0,97208.25,1
8324,29895858,Garcia,615,Italy,Male,49,2,98992.6,1,0,0,30517.43,0
8325,81652983,Taylor,508,France,Male,38,5,48947.08,3,1,1,133907.42,0
8326,30015920,Martin,659,Netherlands,Male,48,4,249544.88,3,1,1,139970.02,0
8327,12493980,Miller,670,Netherlands,Male,28,1,62376.07,4,1,1,103552.67,0
8328,80509920,Garcia,442,France,Female,68,10,25434.72,2,1,1,25822.22,0
8329,17783556,Jones,805,Netherlands,Male,29,7,183894.05,2,0,1,113012.68,0
8330,87503064,Taylor,482,Italy,Female,23,9,175415.93,2,0,1,139888.76,0
8331,43929503,Hernandez,328,Spain,Male,21,5,172602.71,3,0,0,103422.88,0
8332,18419826,Davis,360,France,Male,61,2,114120.22,1,1,1,108363.78,0
8333,91350527,Martin,366,Italy,Male,54,10,195072.89,3,0,0,81150.79,1
8334,32673552,Smith,446,France,Female,35,5,120750.12,4,1,1,68616.35,1
8335,33922093,Miller,692,France,Male,59,4,158293.81,2,0,0,88961.93,0
8336,82995383,Smith,557,Germany,Male,29,4,106857.19,4,0,1,110904.24,0
8337,53124443,Johnson,427,France,Female,45,6,30142.98,1,0,1,59278.35,0
8338,13424221,Brown,621,France,Female,59,9,209039.05,2,0,1,74017.06,0
8339,82450795,Wilson,738,Spain,Female,53,7,45859.72,2,0,1,145964.69,0
8340,89169474,Johnson,535,Italy,Male,21,1,141083.79,2,0,1,136110.96,0
8341,47076729,Martinez,717,Netherlands,Male,27,3,169294.49,3,0,0,65421.13,0
8342,90660154,Wilson,608,France,Female,20,1,71863.62,4,1,1,87801.89,0
8343,28899934,Johnson,527,France,Male,63,6,18691.85,3,0,1,50460.91,0
8344,73008201,Martinez,736,France,Male,69,10,99441.88,2,0,0,111537.6,0
8345,98759087,Moore,708,Netherlands,Female,41,7,3369.46,3,1,0,87704.14,0
8346,54395090,Hernandez,554,France,Male,34,0,130747.05,3,0,1,62368.64,1
8347,87617537,Taylor,793,Spain,Female,48,9,247918.98,1,0,1,50567.44,0
8348,50318028,Moore,697,Italy,Female,37,3,24258.93,1,0,1,99367.99,1
8349,63483068,Davis,815,France,Male,34,0,238993.15,2,1,0,92957.19,0
8350,88375145,Jones,788,Italy,Male,62,8,242573.85,4,0,1,106017.46,1
8351,13356134,Miller,687,Spain,Female,26,7,183436.2,1,0,0,120926.67,1
8352,33991298,Anderson,848,Italy,Male,40,1,171202.81,4,1,1,28532.09,0
8353,16724891,Jones,501,Italy,Male,61,5,189069.47,3,0,1,140573.53,1
8354,41199144,Martin,655,Italy,Female,65,0,5462.16,1,1,0,111459.93,0
8355,12069850,Garcia,744,Netherlands,Male,39,10,212699.78,4,1,0,60043.81,0
8356,73328544,Garcia,375,Spain,Male,33,3,13489.1,1,1,0,126564.97,0
8357,65450859,Smith,607,France,Male,51,10,221351.09,4,0,1,28112.48,1
8358,85904263,Garcia,370,France,Male,50,8,43415.61,4,0,0,58445.89,0
8359,65026308,Martin,640,Italy,Male,23,10,207480.83,3,1,1,30491.43,1
8360,62674038,Jones,346,Netherlands,Female,43,3,170988.65,1,1,1,50010.0,1
8361,12671831,Hernandez,839,Netherlands,Male,49,1,214158.46,1,0,0,39546.52,1
8362,52480737,Moore,749,Spain,Male,27,6,149356.75,1,1,0,76628.42,0
8363,58511241,Garcia,345,Germany,Female,28,3,64244.48,1,0,1,67797.54,0
8364,57483004,Wilson,784,Netherlands,Female,18,4,101904.34,1,0,0,68627.25,0
8365,36269995,Hernandez,590,Netherlands,Female,69,2,13652.31,3,1,1,39358.17,0
8366,57053389,Taylor,745,France,Female,30,9,236508.77,4,1,0,43510.73,0
8367,47680237,Jones,410,Germany,Male,56,0,197004.7,1,0,0,48743.99,1
8368,90396642,Martin,797,France,Male,67,6,100584.49,1,1,0,148621.45,0
8369,35158131,Wilson,425,Spain,Male,27,2,123249.8,1,1,0,115992.48,0
8370,15204033,Moore,376,Germany,Female,37,4,245344.7,3,1,1,108202.77,1
8371,65950410,Hernandez,361,France,Male,58,10,174073.05,2,1,0,91088.27,1
8372,40597925,Davis,768,Germany,Male,60,1,138582.11,1,0,1,25825.22,0
8373,89299566,Taylor,733,France,Female,28,9,64682.1,1,0,0,70379.05,1
8374,28854517,Williams,415,France,Female,18,6,41009.06,3,1,1,66334.76,0
8375,49634700,Smith,342,Spain,Male,67,9,59321.7,2,1,1,35056.67,0
8376,78697493,Johnson,679,Italy,Female,53,9,169946.55,2,1,0,49106.74,0
8377,23925172,Moore,835,Italy,Male,65,1,217979.82,4,0,1,31878.38,1
8378,54707972,Wilson,799,Netherlands,Female,63,1,170497.96,4,0,0,79496.8,0
8379,78656480,Johnson,804,Italy,Male,55,5,68292.96,4,0,1,83379.3,0
8380,61768660,Hernandez,637,France,Female,69,6,134648.62,3,1,0,127368.25,0
8381,13525901,Brown,319,France,Female,52,1,89898.06,1,1,1,105446.33,0
8382,41216911,Davis,757,Italy,Female,62,4,210620.89,4,1,0,22728.92,0
8383,10413532,Johnson,472,France,Female,40,8,166829.25,3,1,0,23674.58,1
8384,68414827,Taylor,585,Netherlands,Male,51,7,164470.46,2,1,1,103994.93,0
8385,92379648,Moore,439,Netherlands,Male,61,4,138277.22,3,0,1,54528.88,1
8386,60099972,Moore,344,France,Male,68,8,145720.7,3,0,0,84786.21,0
8387,13651879,Brown,315,Spain,Male,64,4,211448.39,4,1,0,135295.2,0
8388,65545252,Martinez,478,France,Male,66,4,191425.84,1,1,0,24546.19,0
8389,33042541,Moore,414,Netherlands,Male,25,4,177274.9,2,1,0,83523.84,0
8390,34669507,Miller,642,Netherlands,Female,25,2,190586.81,1,1,1,130770.96,0
8391,60807379,Martinez,558,Italy,Male,36,4,75656.48,2,0,1,37776.6,0
8392,56306068,Davis,458,Netherlands,Male,39,1,109221.71,3,1,1,132264.88,0
8393,46292626,Davis,601,Spain,Female,27,8,73448.77,4,1,0,102679.16,0
8394,57815836,Johnson,732,France,Female,43,10,219326.01,1,0,0,45642.95,0
8395,16374325,Taylor,589,Spain,Male,25,9,68308.01,4,0,1,36885.76,0
8396,45309347,Garcia,784,Spain,Female,54,8,79228.98,4,1,1,31482.0,0
8397,32013711,Miller,384,Germany,Male,52,5,240167.24,3,0,1,28685.01,0
8398,80786016,Smith,365,Spain,Female,46,8,231653.35,4,0,0,24048.41,1
8399,17493758,Williams,535,Germany,Male,42,8,131500.98,2,0,0,107786.59,0
8400,72344208,Moore,677,Spain,Male,26,10,193681.57,2,1,1,24319.3,0
8401,36263742,Taylor,825,Germany,Female,25,5,78465.18,4,1,0,97954.77,0
8402,35016027,Johnson,679,Italy,Female,34,10,84441.04,2,1,1,98394.86,0
8403,99574181,Smith,586,Netherlands,Male,29,8,140197.7,1,0,1,87629.3,0
8404,83742216,Moore,315,Spain,Male,61,1,83538.17,1,1,1,42006.24,0
8405,46312512,Jones,354,Germany,Male,22,0,204840.65,1,1,1,144643.96,0
8406,21560688,Anderson,631,Italy,Male,24,5,85045.16,2,0,0,20469.86,1
8407,87651946,Martinez,521,Germany,Male,45,8,218992.12,3,1,0,113251.1,0
8408,76548780,Brown,837,Netherlands,Male,59,8,170851.7,2,0,0,140827.74,0
8409,40747817,Smith,615,Spain,Female,40,0,242491.24,2,0,1,51221.45,0
